index,ReferenceTag,LanduseClass,TillageClass,CompactionClass,SamplingTimeClass,SoilTextureUSDA,AnnualPrecipitationClass,AnnualMeanTemperatureClass,BulkDensityClass,SoilOrganicCarbonClass,ExID,LocID_x,Latitude,Longitude,Precipitation,RefID,ReferenceYear,MTFID_x,Month1,Month2,YearExp,Reps,SE,SD,Tmin,Tmax,UpperD_m,Diameter,Diameter2,Diameter3,SoilTypeWRB,ClayContent,SiltContent,SandContent,BulkDensity,SoilOrganicCarbon,LocID_y,AnnualMeanTemperature,MeanTemperatureofWarmestQuarter,MeanTemperatureofColdestQuarter,AnnualPrecipitation,PrecipitationofWettestMonth,PrecipitationofDriestMonth,PrecipitationSeasonality,PrecipitationofWettestQuarter,PrecipitationofDriestQuarter,PrecipitationofWarmestQuarter,PrecipitationofColdestQuarter,MeanDiurnalRange,TemperatureSeasonality,MaxTemperatureofWarmestMonth,MinTemperatureofColdestMonth,TemperatureAnnualRange,MeanTemperatureofWettestQuarter,MeanTemperatureofDriestQuarter,Isothermality,Elevation,AverageAridityIndex,AverageAnnualEvapoTranspiration,MTFID_y,Ks,Kunsat,slope,R2,Hmin,intercept,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,SSPID_y,NbOfCropRotation,ExpName,Location,ClimateName,MethodName,MTFName,SPName,SMName,DatasetAddedBy,DatasetCheckedBy,LocComments,ReferenceName,DOI,ReferenceTitle,RefComments,Season,Method,Direction,Comment,SSPID_x,TextureClass,SoilTextureFAO,SoilType,SoilTypeClass,Comments_x,AridityClass,Landuse,Tillage,CurrentCrop,CropClass,CropRotation,CoverCrop,CoverCropClass,Residue,ResidueClass,Grazing,GrazingClass,Irrigation,IrrigationClass,Compaction,OtherAmendments,AmendmentClass,SamplingTime,Comments_y,Ks_sem,K1_sem,K2_sem,K3_sem,K4_sem,K5_sem,K6_sem,K7_sem,K8_sem,K9_sem,K10_sem
105,Schwen_2011_SSSoAJ,arable,conventional tillage,not compacted,consolidated,silt loam,"(500, 1000]","(10, 15]","(1.0, 1.2]","(0.02, 0.03]",328.0,117.0,-43.65,172.5,,102.0,2011.0,328.0,2.0,2.0,2010.0,15.0,,,0.0,120.0,0.0,20.0,,,,0.25,0.52,0.23,1.01,0.0255,117.0,11.825,16.4,6.866667,637.0,68.0,41.0,17.743,195.0,142.0,147.0,195.0,10.38333,387.0371,22.4,1.5,20.9,6.866667,14.8,49.68102,6.0,0.5321,1197.0,328.0,47.4473,0.9,2.09,0.98,15.0,4.134243,47.4473,26.00697,11.14446,6.108536,3.831733,2.617619,1.896652,1.434777,1.121697,0.9,328.0,1.0,SchwenSS,Schwen_2011_SSSoAJ,Schwen_2011_SSSoAJ,SchwenSS,SchwenSS,SchwenSS,SchwenSS,Nick,Helena,,"Schwen et al 2011. Soil Sci. Soc. Am. J., 75: 822-831",10.2136/sssaj2010.0257,Hydraulic Properties and the Water-Conducting Porosity as Affected by Subsurface Compaction using Tension Infiltrometers,"compaction effects: reduced K very near saturation, more water-conducting mesopores",summer,Steady-state piecewise,Dry to wet,,328,"medium-fine (silt loam, silt)",medium,Dystric Ustochrept,Cambisols,,Dry sub-humid,arable,Conventional tillage,barely,grass/herbs,Barley,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,surface,unknown,unknown,crop maturity,,,,,,,,,,,,
106,Schwen_2011_SSSoAJ,arable,conventional tillage,not compacted,consolidated,silt loam,"(500, 1000]","(10, 15]","(1.2, 1.4]","(0.02, 0.03]",329.5,117.0,-43.65,172.5,,102.0,2011.0,329.5,2.0,2.0,2010.0,18.0,,,0.0,120.0,0.175,20.0,,,,0.25,0.52,0.23,1.245,0.0255,117.0,11.825,16.4,6.866667,637.0,68.0,41.0,17.743,195.0,142.0,147.0,195.0,10.38333,387.0371,22.4,1.5,20.9,6.866667,14.8,49.68102,6.0,0.5321,1197.0,329.5,19.4148,0.55,1.73,0.985,14.0,3.1985605,19.4148,8.867170999999999,4.397629,2.674737,1.819181,1.327864,1.0176465,0.8082149999999999,0.6596025,0.55,329.5,1.0,SchwenUNTREAT,Schwen_2011_SSSoAJ,Schwen_2011_SSSoAJ,SchwenUNTREAT,SchwenUNTREAT,SchwenUNTREAT,SchwenUNTREAT,Nick,Helena,,"Schwen et al 2011. Soil Sci. Soc. Am. J., 75: 822-831",10.2136/sssaj2010.0257,Hydraulic Properties and the Water-Conducting Porosity as Affected by Subsurface Compaction using Tension Infiltrometers,"compaction effects: reduced K very near saturation, more water-conducting mesopores",summer,Steady-state piecewise,Dry to wet,,329,"medium-fine (silt loam, silt)",medium,Dystric Ustochrept,Cambisols,,Dry sub-humid,arable,Conventional tillage,barely,grass/herbs,Barley,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,untreated,unknown,unknown,crop maturity,,8.6493,8.6493,0.04793099999999883,0.0832039999999996,0.0967389999999999,0.0901070000000001,0.08025300000000007,0.07087649999999998,0.06273000000000004,0.0558265,0.049999999999999954
107,Schwen_2011_SaTR,arable,conventional tillage,unknown,consolidated,silt loam,"(500, 1000]","(10, 15]","(1.2, 1.4]","(0.02, 0.03]",714.5714285714286,118.0,48.2,16.6,546.0,103.0,2011.0,714.5714285714286,7.571428571428571,7.571428571428571,2009.0,21.0,,,0.0,100.0,0.0,20.0,,,,0.19,0.54,0.27,1.33,0.024,118.0,10.13333,19.55,0.533333,584.0,71.0,32.0,28.24452,202.0,102.0,202.0,102.0,9.2,773.4995,26.1,-3.4,29.5,19.55,2.083333,31.18644,150.0,0.5696,1025.0,714.5714285714286,124.13402857142857,2.1042857142857145,1.3257142857142856,0.9485714285714285,4.142857142857143,2.839139,37.321598571428574,15.155182,9.083192285714286,6.356974142857142,4.836243142857143,3.8760941428571427,3.219116571428571,2.743452,2.384327142857143,2.1042857142857145,714.5714285714286,1.0,CT24082008,Schwen_2011_SaTR,Schwen_2011_SaTR,CT24082008,CT24082008,CT24082008,CT24082008,Nick,Helena,,"Schwen et al 2011, Soil & Tillage Res., 113, 89-98",10.1016/j.still.2011.02.005,Temporal dynamics of soil hydraulic properties and the water-conducting porosity under different tillage,temporal variation in K under different tillage systems (CT>RT>NT),spring,Steady-state piecewise,Dry to wet,,700,"medium-fine (silt loam, silt)",medium,Chernozem (Typic Vermudoll),Chernozems,,Dry sub-humid,arable/ Experimental Farm ,Conventional tillage,winter wheat,cereals,Winter Wheat,unknown,unknown,mulch,yes,unknown,unknown,unknown,unknown,inter-row,seedbed preperation,consolidated,during crop season (december),,34.61457345906774,7.395687185697654,2.746886741155556,1.7012438586196796,1.2524735692635143,0.9995458885598626,0.8352007375417353,0.7189166428364164,0.6318741434529356,0.5640653926492426,0.5096397286919697
108,Schwen_2011_SaTR,arable,conventional tillage,unknown,soon after tillage,silt loam,"(500, 1000]","(10, 15]","(1.2, 1.4]","(0.02, 0.03]",710.5,118.0,48.2,16.6,546.0,103.0,2011.0,710.5,10.0,10.0,2008.5,6.0,,,0.0,100.0,0.0,20.0,,,,0.19,0.54,0.27,1.335,0.024,118.0,10.13333,19.55,0.533333,584.0,71.0,32.0,28.24452,202.0,102.0,202.0,102.0,9.2,773.4995,26.1,-3.4,29.5,19.55,2.083333,31.18644,150.0,0.5696,1025.0,710.5,160.72475,4.3,1.145,0.925,4.0,2.8952929999999997,56.693780000000004,25.931615,16.449195,11.921672000000001,9.29284,7.5842875,6.388916999999999,5.507899999999999,4.832904,4.3,710.5,1.0,CT23102008,Schwen_2011_SaTR,Schwen_2011_SaTR,CT23102008,CT23102008,CT23102008,CT23102008,Nick,Helena,,"Schwen et al 2011, Soil & Tillage Res., 113, 89-98",10.1016/j.still.2011.02.005,Temporal dynamics of soil hydraulic properties and the water-conducting porosity under different tillage,temporal variation in K under different tillage systems (CT>RT>NT),autumn,Steady-state piecewise,Dry to wet,,703,"medium-fine (silt loam, silt)",medium,Chernozem (Typic Vermudoll),Chernozems,,Dry sub-humid,arable/ Experimental Farm ,Conventional tillage,winter wheat,cereals,Winter Wheat,unknown,unknown,mulch,yes,unknown,unknown,unknown,unknown,inter-row,seedbed preperation,consolidated,after tillage (october),,4.199950000000001,6.901959999999996,4.996734999999998,3.837994999999999,3.1196379999999984,2.6332799999999996,2.2819304999999996,2.015857,1.8071009999999998,1.638757,1.4999999999999998
109,Schwen_2011_SaTR,arable,no tillage,unknown,consolidated,silt loam,"(500, 1000]","(10, 15]","(1.2, 1.4]","(0.02, 0.03]",714.0,118.0,48.2,16.6,546.0,103.0,2011.0,714.0,6.0,6.0,2009.0,6.0,,,0.0,100.0,0.0,20.0,,,,0.19,0.54,0.27,1.395,0.024,118.0,10.13333,19.55,0.533333,584.0,71.0,32.0,28.24452,202.0,102.0,202.0,102.0,9.2,773.4995,26.1,-3.4,29.5,19.55,2.083333,31.18644,150.0,0.5696,1025.0,714.0,60.8869,0.6499999999999999,1.3399999999999999,0.965,3.5,2.4916245000000004,14.17992,5.601179,3.254346,2.214211,1.642606,1.2870585,1.0472475,0.875975,0.7483275,0.6499999999999999,714.0,1.0,NT24082008,Schwen_2011_SaTR,Schwen_2011_SaTR,NT24082008,NT24082008,NT24082008,NT24082008,Nick,Helena,,"Schwen et al 2011, Soil & Tillage Res., 113, 89-98",10.1016/j.still.2011.02.005,Temporal dynamics of soil hydraulic properties and the water-conducting porosity under different tillage,temporal variation in K under different tillage systems (CT>RT>NT),summer,Steady-state piecewise,Dry to wet,,702,"medium-fine (silt loam, silt)",medium,Chernozem (Typic Vermudoll),Chernozems,,Dry sub-humid,arable/ Experimental Farm ,No-Till,winter wheat,cereals,Winter Wheat,unknown,unknown,mulch,yes,unknown,unknown,unknown,unknown,inter-row,direct seeding,consolidated,before tillage (august),,14.9227,0.21308000000000016,0.07111899999999971,0.0940780000000001,0.08945800000000004,0.08099600000000007,0.0728244999999999,0.06568949999999998,0.05960499999999999,0.05442749999999999,0.05000000000000002
110,Schwen_2011_SaTR,arable,no tillage,unknown,consolidated,silt loam,"(500, 1000]","(10, 15]","(1.4, 1.6]","(0.02, 0.03]",714.6,118.0,48.2,16.6,546.0,103.0,2011.0,714.6,8.0,8.0,2008.8,15.0,,,0.0,100.0,0.0,20.0,,,,0.19,0.54,0.27,1.474,0.024,118.0,10.13333,19.55,0.533333,584.0,71.0,32.0,28.24452,202.0,102.0,202.0,102.0,9.2,773.4995,26.1,-3.4,29.5,19.55,2.083333,31.186439999999997,150.0,0.5696,1025.0,714.6,46.0176,0.31,1.524,0.9640000000000001,3.6,2.428618,9.123419199999999,3.1046744,1.6920438,1.1120376,0.8080432,0.6249738,0.5043498000000001,0.4196966,0.3574482,0.31,714.6,1.0,NT03122008,Schwen_2011_SaTR,Schwen_2011_SaTR,NT03122008,NT03122008,NT03122008,NT03122008,Nick,Helena,,"Schwen et al 2011, Soil & Tillage Res., 113, 89-98",10.1016/j.still.2011.02.005,Temporal dynamics of soil hydraulic properties and the water-conducting porosity under different tillage,temporal variation in K under different tillage systems (CT>RT>NT),winter,Steady-state piecewise,Dry to wet,,708,"medium-fine (silt loam, silt)",medium,Chernozem (Typic Vermudoll),Chernozems,,Dry sub-humid,arable/ Experimental Farm ,No-Till,winter wheat,cereals,Winter Wheat,unknown,unknown,mulch,yes,unknown,unknown,unknown,unknown,inter-row,direct seeding,consolidated,during crop season (december),,15.37826346708236,2.57083017987051,0.7146060641091425,0.4063357943812481,0.29580957640762745,0.23752923937599765,0.20018011495835442,0.17362359542971112,0.15354018696308797,0.13772297759901939,0.12489995996796796
111,Schwen_2011_SaTR,arable,no tillage,unknown,soon after tillage,silt loam,"(500, 1000]","(10, 15]","(1.4, 1.6]","(0.02, 0.03]",712.5,118.0,48.2,16.6,546.0,103.0,2011.0,712.5,10.0,10.0,2008.5,6.0,,,0.0,100.0,0.0,20.0,,,,0.19,0.54,0.27,1.435,0.024,118.0,10.13333,19.55,0.533333,584.0,71.0,32.0,28.24452,202.0,102.0,202.0,102.0,9.2,773.4995,26.1,-3.4,29.5,19.55,2.083333,31.18644,150.0,0.5696,1025.0,712.5,89.18295,0.14,2.0,0.965,4.5,3.10206,14.965389499999999,3.661406,1.6078165,0.8969495,0.570469,0.394181,0.2884,0.220025,0.173311,0.14,712.5,1.0,NT23102008,Schwen_2011_SaTR,Schwen_2011_SaTR,NT23102008,NT23102008,NT23102008,NT23102008,Nick,Helena,,"Schwen et al 2011, Soil & Tillage Res., 113, 89-98",10.1016/j.still.2011.02.005,Temporal dynamics of soil hydraulic properties and the water-conducting porosity under different tillage,temporal variation in K under different tillage systems (CT>RT>NT),autumn,Steady-state piecewise,Dry to wet,,705,"medium-fine (silt loam, silt)",medium,Chernozem (Typic Vermudoll),Chernozems,,Dry sub-humid,arable/ Experimental Farm ,No-Till,winter wheat,cereals,Winter Wheat,unknown,unknown,mulch,yes,unknown,unknown,unknown,unknown,inter-row,direct seeding,consolidated,after tillage (october),,62.447449999999996,7.997680499999999,1.8455069999999998,0.7808754999999998,0.4236965,0.263504,0.17866599999999996,0.12859199999999996,0.096687,0.07516800000000001,0.06
112,Schwen_2011_SaTR,arable,reduced tillage,unknown,consolidated,silt loam,"(500, 1000]","(10, 15]","(1.2, 1.4]","(0.02, 0.03]",714.0,118.0,48.20000000000001,16.6,546.0,103.0,2011.0,714.0,8.0,8.0,2008.8333333333333,18.0,,,0.0,100.0,0.0,20.0,,,,0.19000000000000003,0.54,0.27,1.2966666666666666,0.024000000000000004,118.0,10.13333,19.55,0.533333,584.0,71.0,32.0,28.244520000000005,202.0,102.0,202.0,102.0,9.2,773.4995,26.100000000000005,-3.4,29.5,19.55,2.083333,31.18644,150.0,0.5696,1025.0,714.0,93.49188333333332,1.4000000000000001,1.24,0.9483333333333333,3.6666666666666665,2.490960333333333,21.821465166666666,8.778342166666667,5.3332258333333336,3.802751166666667,2.950104,2.4100836666666665,2.038572166666667,1.7677911666666668,1.561842333333333,1.4000000000000001,714.0,1.0,RT24082008,Schwen_2011_SaTR,Schwen_2011_SaTR,RT24082008,RT24082008,RT24082008,RT24082008,Nick,Helena,,"Schwen et al 2011, Soil & Tillage Res., 113, 89-98",10.1016/j.still.2011.02.005,Temporal dynamics of soil hydraulic properties and the water-conducting porosity under different tillage,temporal variation in K under different tillage systems (CT>RT>NT),summer,Steady-state piecewise,Dry to wet,,701,"medium-fine (silt loam, silt)",medium,Chernozem (Typic Vermudoll),Chernozems,,Dry sub-humid,arable/ Experimental Farm ,Reduced tillage,winter wheat,cereals,Winter Wheat,unknown,unknown,mulch,yes,unknown,unknown,unknown,unknown,inter-row,seedbed preperation,consolidated,during crop season (december),,32.87847788139852,6.272354456620419,2.006259125147587,1.255041632997339,0.981899184485163,0.8339166791233203,0.7354671412767385,0.6626861064262838,0.6055908736731105,0.5590993396832484,0.5202563470700446
113,Schwen_2011_SaTR,arable,reduced tillage,unknown,consolidated,silt loam,"(500, 1000]","(10, 15]","(1.4, 1.6]","(0.02, 0.03]",710.0,118.0,48.2,16.6,546.0,103.0,2011.0,710.0,4.0,4.0,2009.0,3.0,,,0.0,100.0,0.0,20.0,,,,0.19,0.54,0.27,1.42,0.024,118.0,10.13333,19.55,0.533333,584.0,71.0,32.0,28.24452,202.0,102.0,202.0,102.0,9.2,773.4995,26.1,-3.4,29.5,19.55,2.083333,31.18644,150.0,0.5696,1025.0,710.0,29.8094,0.5,1.27,0.96,4.0,2.23897,9.310436,3.860663,2.306885,1.600862,1.205808,0.956573,0.786494,0.663813,0.571587,0.5,710.0,1.0,RT01042009,Schwen_2011_SaTR,Schwen_2011_SaTR,RT01042009,RT01042009,RT01042009,RT01042009,Nick,Helena,,"Schwen et al 2011, Soil & Tillage Res., 113, 89-98",10.1016/j.still.2011.02.005,Temporal dynamics of soil hydraulic properties and the water-conducting porosity under different tillage,temporal variation in K under different tillage systems (CT>RT>NT),spring,Steady-state piecewise,Dry to wet,,710,"medium-fine (silt loam, silt)",medium,Chernozem (Typic Vermudoll),Chernozems,,Dry sub-humid,arable/ Experimental Farm ,Reduced tillage,winter wheat,cereals,Winter Wheat,unknown,unknown,mulch,yes,unknown,unknown,unknown,unknown,inter-row,seedbed preperation,consolidated,during crop season (april),,,,,,,,,,,,
114,Schwen_2011_SaTR,arable,reduced tillage,unknown,soon after tillage,silt loam,"(500, 1000]","(10, 15]","(1.2, 1.4]","(0.02, 0.03]",711.5,118.0,48.2,16.6,546.0,103.0,2011.0,711.5,10.0,10.0,2008.5,6.0,,,0.0,100.0,0.0,20.0,,,,0.19,0.54,0.27,1.3399999999999999,0.024,118.0,10.13333,19.55,0.533333,584.0,71.0,32.0,28.24452,202.0,102.0,202.0,102.0,9.2,773.4995,26.1,-3.4,29.5,19.55,2.083333,31.18644,150.0,0.5696,1025.0,711.5,342.37485,1.7000000000000002,1.69,0.935,4.5,3.518231,68.684875,20.910375000000002,10.7667395,6.8160905,4.8168145,3.643678,2.886392,2.3638485,1.985099,1.7000000000000002,711.5,1.0,RT23102008,Schwen_2011_SaTR,Schwen_2011_SaTR,RT23102008,RT23102008,RT23102008,RT23102008,Nick,Helena,,"Schwen et al 2011, Soil & Tillage Res., 113, 89-98",10.1016/j.still.2011.02.005,Temporal dynamics of soil hydraulic properties and the water-conducting porosity under different tillage,temporal variation in K under different tillage systems (CT>RT>NT),autumn,Steady-state piecewise,Dry to wet,,704,"medium-fine (silt loam, silt)",medium,Chernozem (Typic Vermudoll),Chernozems,,Dry sub-humid,arable/ Experimental Farm ,Reduced tillage,winter wheat,cereals,Winter Wheat,unknown,unknown,mulch,yes,unknown,unknown,unknown,unknown,inter-row,seedbed preperation,consolidated,after tillage (october),,205.69234999999998,13.557954999999994,1.3234650000000014,2.3050505,2.1512814999999996,1.8776075,1.6284459999999998,1.421704,1.2528795,1.114504,1.0
116,Spongrova_2009_VZJ,arable,no tillage,compacted,consolidated,sandy loam,"(500, 1000]","(5, 10]","(1.4, 1.6]",nan,552.0,123.0,51.9,-0.4,,108.0,2009.0,552.0,7.0,8.0,2006.0,3.0,,,0.0,120.0,0.0,14.7,,,,0.15,0.23,0.62,1.5,,123.0,9.645833,16.0,4.133333,715.0,70.0,46.0,14.22458,208.0,159.0,164.0,188.0,7.558333,489.6866,21.8,0.9,20.9,7.15,5.8,36.16428,161.0,0.8434,847.0,552.0,80.2288,1.6,1.55,0.99,8.0,3.30412,56.77014,19.38757,10.34146,6.621052,4.685074,3.531714,2.781109,2.261156,1.88384,1.6,552.0,,SpongWheelTrack,Spongrova_2009_VZJ,Spongrova_2009_VZJ,SpongWheelTrack,SpongWheelTrack,SpongWheelTrack,SpongWheelTrack,Nick,Helena,,"Spongrova et al. 2009 Vadose Zone Journal 8, 810-817",10.2136/vzj2008.0135,Development of an Automated Tension Infiltrometer for Field Use,unknown,summer,Steady-state piecewise,Dry to wet,,552,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,unknown,unknown,,Humid,arable/ Experimental Farm ,No-Till,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,wheel track,unknown,unknown,summer,,,,,,,,,,,,
117,Spongrova_2009_VZJ,arable,no tillage,not compacted,consolidated,sandy loam,"(500, 1000]","(5, 10]","(1.4, 1.6]",nan,551.0,123.0,51.9,-0.4,,108.0,2009.0,551.0,7.0,8.0,2006.0,3.0,,,0.0,120.0,0.0,14.7,,,,0.15,0.23,0.62,1.43,,123.0,9.645833,16.0,4.133333,715.0,70.0,46.0,14.22458,208.0,159.0,164.0,188.0,7.558333,489.6866,21.8,0.9,20.9,7.15,5.8,36.16428,161.0,0.8434,847.0,551.0,176.9864,2.5,1.85,0.96,10.0,4.09794,176.9864,49.09469,23.18813,13.61849,9.012505,6.43221,4.836249,3.777666,3.038025,2.5,551.0,,SpongField,Spongrova_2009_VZJ,Spongrova_2009_VZJ,SpongField,SpongField,SpongField,SpongField,Nick,Helena,,"Spongrova et al. 2009 Vadose Zone Journal 8, 810-817",10.2136/vzj2008.0135,Development of an Automated Tension Infiltrometer for Field Use,unknown,summer,Steady-state piecewise,Dry to wet,,551,"medium (sandy loam, loam, sandy clay loam, sandy clay)",medium,unknown,unknown,untreatened >1 year,Humid,arable/ Experimental Farm ,No-Till,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,without wheel track,unknown,unknown,summer,untreatened >1 year,,,,,,,,,,,
121,Wu_1992_SaTR,arable,conventional tillage,unknown,consolidated,silt loam,"(500, 1000]","(5, 10]","(1.2, 1.4]",nan,382.0,136.0,42.9,-90.7,,119.0,1992.0,382.0,7.0,8.0,1989.0,20.0,,,0.0,150.0,0.0,28.0,,,,,,,1.23,,136.0,7.854167,21.05,-6.83333,853.0,112.0,23.0,44.62286,325.0,84.0,325.0,84.0,11.40833,1125.586,28.4,-13.9,42.3,21.05,-6.83333,26.97005,299.0,0.785,1086.0,382.0,17.1085,4.5,0.29,0.98,,1.233213,8.774301,7.176519,6.380392,5.869689,5.501881,5.218536,4.990385,4.800831,4.639618,4.5,382.0,1.0,WuRozMBD,Wu_1992_SaTR_Roz,Wu_1992_SaTR_Roz,WuRozMBD,WuRozMBD,WuRozMBD,WuRozMBD,Nick,Helena,,"Wu et al. 1992. Soil & Tillage Res., 25:17-33",10.1016/0167-1987(92)90059-k,Tillage effects on measured soil hydraulic properties,K at 3 to 15 cm tension similar for NT and CT,summer,1D column,unknown,,382,"medium-fine (silt loam, silt)",medium,Typic Hapludalf (Orthic Luvisol),Luvisols,,Humid,arable,Conventional tillage,maize,maize,Maize,unknown,unknown,cornstalk,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,september,,,,,,,,,,,,
122,Wu_1992_SaTR,arable,no tillage,unknown,consolidated,silt loam,"(500, 1000]","(5, 10]","(1.2, 1.4]",nan,381.0,136.0,42.9,-90.7,,119.0,1992.0,381.0,7.0,8.0,1989.0,20.0,,,0.0,150.0,0.0,28.0,,,,,,,1.4,,136.0,7.854167,21.05,-6.83333,853.0,112.0,23.0,44.62286,325.0,84.0,325.0,84.0,11.40833,1125.586,28.4,-13.9,42.3,21.05,-6.83333,26.97005,299.0,0.785,1086.0,381.0,11.0956,3.2,0.27,0.98,,1.04515,5.958679,4.941649,4.42922,4.098206,3.858585,3.673239,3.523494,3.398722,3.292339,3.2,381.0,1.0,WuRozNT,Wu_1992_SaTR_Roz,Wu_1992_SaTR_Roz,WuRozNT,WuRozNT,WuRozNT,WuRozNT,Nick,Helena,,"Wu et al. 1992. Soil & Tillage Res., 25:17-33",10.1016/0167-1987(92)90059-k,Tillage effects on measured soil hydraulic properties,K at 3 to 15 cm tension similar for NT and CT,summer,1D column,unknown,,381,"medium-fine (silt loam, silt)",medium,Typic Hapludalf (Orthic Luvisol),Luvisols,,Humid,arable,no till,maize,maize,Maize,unknown,unknown,cornstalk,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,september,,,,,,,,,,,,
123,Wu_1992_SaTR,arable,no tillage,unknown,consolidated,silt loam,"(500, 1000]","(5, 10]","(1.4, 1.6]",nan,383.0,137.0,44.6,-92.6,,119.0,1992.0,383.0,9.0,9.0,1989.0,20.0,,,0.0,150.0,0.0,28.0,,,,,,,1.42,,137.0,7.3125,21.0,-8.06667,767.0,106.0,19.0,49.57525,300.0,69.0,300.0,69.0,11.60833,1172.711,28.5,-15.7,44.2,21.0,-8.06667,26.2632,202.0,0.7242,1059.0,383.0,6.095,2.6,0.37,0.99,10.0,1.154973,6.095,4.7162,4.059182,3.649313,3.360117,3.140924,2.966792,2.823775,2.703358,2.6,383.0,,WuSeaNT,Wu_1992_SaTR_Sea,Wu_1992_SaTR_Sea,WuSeaNT,WuSeaNT,WuSeaNT,WuSeaNT,Nick,Helena,,"Wu et al. 1992. Soil & Tillage Res., 25:17-33",10.1016/0167-1987(92)90059-k,Tillage effects on measured soil hydraulic properties,K at 3 to 15 cm tension similar for NT and CT,summer,1D column,unknown,,383,"medium-fine (silt loam, silt)",medium,Typic Hapludalf (Orthic Luvisol),Luvisols,,Humid,arable,no till,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,manure fertilization,positive impact,september,,,,,,,,,,,,
124,Wu_1992_SaTR,arable,no tillage,unknown,consolidated,silty clay loam,"(500, 1000]","(5, 10]","(1.2, 1.4]",nan,380.0,135.0,44.1,-93.5,,119.0,1992.0,380.0,7.0,8.0,1989.0,20.0,,,0.0,150.0,0.0,28.0,,,,,,,1.32,,135.0,6.841667,20.83333,-8.91667,767.0,107.0,18.0,51.26104,310.0,65.0,310.0,65.0,11.38333,1204.07,28.0,-16.6,44.6,20.83333,-8.91667,25.52317,341.0,0.709,1081.0,380.0,30.7014,2.8,0.52,0.99,,1.487158,9.271671,6.465802,5.236667,4.509069,4.015075,3.651904,3.370599,3.144497,2.957685,2.8,380.0,2.0,WuNicNT,Wu_1992_SaTR_Nic,Wu_1992_SaTR_Nic,WuNicNT,WuNicNT,WuNicNT,WuNicNT,Nick,Helena,,"Wu et al. 1992. Soil & Tillage Res., 25:17-33",10.1016/0167-1987(92)90059-k,Tillage effects on measured soil hydraulic properties,K at 3 to 15 cm tension similar for NT and CT,summer,1D column,unknown,,380,"fine (clay, silty clay, clay loam, silty clay loam)",fine,Aquic Hapludoll (Haplic Phaeozem),Phaeozems,,Humid,arable,no till,soybean,legume,"Maize, Soybean",unknown,unknown,incorporated,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,september,,,,,,,,,,,,
125,Wu_1992_SaTR,arable,reduced tillage,unknown,consolidated,silt loam,"(500, 1000]","(5, 10]","(1.2, 1.4]",nan,384.0,137.0,44.6,-92.6,,119.0,1992.0,384.0,9.0,9.0,1989.0,20.0,,,0.0,150.0,0.0,28.0,,,,,,,1.38,,137.0,7.3125,21.0,-8.06667,767.0,106.0,19.0,49.57525,300.0,69.0,300.0,69.0,11.60833,1172.711,28.5,-15.7,44.2,21.0,-8.06667,26.2632,202.0,0.7242,1059.0,384.0,5.0821,2.8,0.43,0.95,25.0,1.307158,5.0821,5.0821,4.698897,4.152142,3.772254,3.487811,3.264118,3.081977,2.929772,2.8,384.0,,WuSeaCHT,Wu_1992_SaTR_Sea,Wu_1992_SaTR_Sea,WuSeaCHT,WuSeaCHT,WuSeaCHT,WuSeaCHT,Nick,Helena,,"Wu et al. 1992. Soil & Tillage Res., 25:17-33",10.1016/0167-1987(92)90059-k,Tillage effects on measured soil hydraulic properties,K at 3 to 15 cm tension similar for NT and CT,summer,1D column,unknown,,384,"medium-fine (silt loam, silt)",medium,Typic Hapludalf (Orthic Luvisol),Luvisols,,Humid,arable,Reduced tillage,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,manure fertilization,positive impact,september,,,,,,,,,,,,
