ExID,ExpName,ReferenceTag,Location,ClimateName,MethodName,MTFName,SPName,SMName,DatasetAddedBy,DatasetCheckedBy,LocID_x,Latitude,Longitude,Precipitation,LocComments,RefID,ReferenceYear,ReferenceName,DOI,ReferenceTitle,RefComments,MTFID_x,Month1,Month2,Season,YearExp,Reps,SE,SD,Method,Direction,Tmin,Tmax,UpperD_m,Diameter,Diameter2,Diameter3,Comment,SSPID_x,TextureClass,SoilTextureUSDA,SoilTextureFAO,SoilType,SoilTypeClass,SoilTypeWRB,ClayContent,SiltContent,SandContent,BulkDensity,SoilOrganicCarbon,Comments_x,LocID_y,AnnualMeanTemperature,MeanTemperatureofWarmestQuarter,MeanTemperatureofColdestQuarter,AnnualPrecipitation,PrecipitationofWettestMonth,PrecipitationofDriestMonth,PrecipitationSeasonality,PrecipitationofWettestQuarter,PrecipitationofDriestQuarter,PrecipitationofWarmestQuarter,PrecipitationofColdestQuarter,MeanDiurnalRange,TemperatureSeasonality,MaxTemperatureofWarmestMonth,MinTemperatureofColdestMonth,TemperatureAnnualRange,MeanTemperatureofWettestQuarter,MeanTemperatureofDriestQuarter,Isothermality,Elevation,AverageAridityIndex,AverageAnnualEvapoTranspiration,AridityClass,MTFID_y,Ks,Kunsat,slope,R2,Hmin,intercept,K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,SSPID_y,Landuse,LanduseClass,Tillage,TillageClass,NbOfCropRotation,CurrentCrop,CropClass,CropRotation,CoverCrop,CoverCropClass,Residue,ResidueClass,Grazing,GrazingClass,Irrigation,IrrigationClass,Compaction,CompactionClass,OtherAmendments,AmendmentClass,SamplingTime,SamplingTimeClass,Comments_y
565,Moreno1995Surf,Moreno_1995_AaWM,Moreno_1995_AaWM,Moreno_1995_AaWM,Moreno1995Surf,Moreno1995Surf,Moreno1995Surf,Moreno1995Surf,Nick,Helena,92,36.9,-6.2,550.0,,80,1995,"Moreno et al. 1995 Agric. Water Manag., 27:25-44.",10.1016/0378-3774(95)01128-6,Water movement and salt leaching in drained and irrigated marsh soils of southwest Spain,vertisol in southern Spain (surface and 30 cm depth),565,,,unknown,1990.0,3.0,,,Steady-state piecewise,unknown,0.0,100.0,0.0,8.0,25.0,,,565,"fine (clay, silty clay, clay loam, silty clay loam)",clay,fine,unknown,unknown,,0.67,0.32,0.01,,0.006,subsoiling (55cm),92,18.02083,24.76667,12.0,542.0,97.0,1.0,69.72413,263.0,21.0,24.0,236.0,10.25833,519.0483,31.8,6.9,24.9,12.86667,24.41667,41.19813,1.0,0.3213,1686.0,Semi-Arid,565,30.3904,2.0,1.13,0.96,9.0,2.56103,26.97926,12.32725,7.7962,5.632513,4.377175,3.562206,2.992742,2.573584,2.252869,2.0,565,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,2.0,cotton,cotton,Cotton,unknown,unknown,unknown,unknown,unknown,unknown,irrigation,irrigated,unknown,unknown,"drainage, fertilization, plastic mulch ",consolidated,unknown,unknown,subsoiling (55cm)
567,Angulo1996,Angulo-Jaramillo_1996_SSSoAJ,Angulo-Jaramillo_1996_SSSoAJ,Angulo-Jaramillo_1996_SSSoAJ,Angulo1996,Angulo1996,Angulo1996,Angulo1996,Nick,Helena,3,45.4,5.3,,,3,1996,"Angulo-Jaramillo etal 1996 Soil Sci Soc Am J., 60:710-715",10.2136/sssaj1996.03615995006000030004x,Measurement of Hydraulic Properties and Mobile Water Content of a Field Soil,unknown,567,5.0,5.0,spring,1994.0,,,,Transient,unknown,0.0,100.0,0.0,12.5,,,,567,"medium (sandy loam, loam, sandy clay loam, sandy clay)",loam,medium,unknown,unknown,,0.175,0.41,0.415,1.32,,40 % gravel,3,10.77917,19.01667,3.033333,971.0,104.0,62.0,19.04359,295.0,199.0,214.0,199.0,9.541666,653.7669,26.1,-1.3,27.4,11.13333,3.033333,34.8236,419.0,0.8649,1122.0,Humid,567,441.6351,1.2,2.1,1.0,6.0,4.279181,151.071,35.23857,15.03926,8.219687,5.144513,3.508033,2.537905,1.91731,1.497173,1.2,567,arable/ Experimental Farm ,arable,unknown,unknown,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,may,consolidated,40 % gravel
568,AllettoCTIR1P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCTIR1P1,AllettoCTIR1P1,AllettoCTIR1P1,AllettoCTIR1P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,568,5.0,6.0,spring,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,568,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,medium,Gleyic Luvisol,Luvisols,,0.32,0.502,0.109,1.09,0.01,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,568,82.4557,6.9,1.4,0.99,17.0,3.638849,82.4557,65.67606,37.22883,24.88657,18.20921,14.10709,11.36873,9.430248,7.996677,6.9,568,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,inter-row,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
569,AllettoCTIR1P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCTIR1P2,AllettoCTIR1P2,AllettoCTIR1P2,AllettoCTIR1P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,569,7.0,10.0,summer,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,569,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,medium,Gleyic Luvisol,Luvisols,,0.32,0.502,0.109,1.43,0.01,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,569,33.5637,4.9,1.05,0.98,16.0,2.790196,33.5637,26.55306,17.34678,12.82428,10.1456,8.37794,7.125956,6.19372,5.473202,4.9,569,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,inter-row,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
570,AllettoCTIR2P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCTIR2P1,AllettoCTIR2P1,AllettoCTIR2P1,AllettoCTIR2P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,570,5.0,6.0,spring,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,570,"medium-fine (silt loam, silt)",silt loam,medium,Gleyic Luvisol,Luvisols,,0.166,0.623,0.146,1.07,0.008,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,570,90.3096,10.0,1.16,0.99,15.0,3.32,90.3096,64.68524,40.4147,28.94746,22.34574,18.08608,15.12468,12.95435,11.30001,10.0,570,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,inter-row,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
571,AllettoCTIR2P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCTIR2P2,AllettoCTIR2P2,AllettoCTIR2P2,AllettoCTIR2P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,571,7.0,10.0,summer,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,571,"medium-fine (silt loam, silt)",silt loam,medium,Gleyic Luvisol,Luvisols,,0.166,0.623,0.146,1.42,0.008,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,571,32.4645,5.1,1.01,0.99,16.0,2.72757,32.4645,25.91373,17.20591,12.86736,10.27095,8.543531,7.311747,6.389241,5.67264,5.1,571,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,inter-row,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
572,AllettoCTIR3P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCTIR3P1,AllettoCTIR3P1,AllettoCTIR3P1,AllettoCTIR3P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,572,5.0,6.0,spring,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,572,"medium (sandy loam, loam, sandy clay loam, sandy clay)",loam,medium,Gleyic Luvisol,Luvisols,,0.104,0.374,0.509,1.28,0.013,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,572,33.4734,4.0,1.32,0.99,20.0,3.24206,33.4734,33.4734,19.60017,13.40728,9.986644,7.850555,6.405169,5.370086,4.596845,4.0,572,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,inter-row,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
573,AllettoCTIR3P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCTIR3P2,AllettoCTIR3P2,AllettoCTIR3P2,AllettoCTIR3P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,573,7.0,10.0,summer,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,573,"medium (sandy loam, loam, sandy clay loam, sandy clay)",loam,medium,Gleyic Luvisol,Luvisols,,0.104,0.374,0.509,1.4,0.013,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,573,30.2234,4.1,1.28,0.99,21.0,3.172784,30.2234,30.2234,19.14559,13.2479,9.956398,7.884066,6.472296,5.455426,4.691951,4.1,573,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,inter-row,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
574,AllettoMTIR1P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMTIR1P1,AllettoMTIR1P1,AllettoMTIR1P1,AllettoMTIR1P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,574,5.0,6.0,spring,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,574,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,medium,Gleyic Luvisol,Luvisols,,0.331,0.516,0.125,1.23,0.013,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,574,39.7122,3.4,1.48,0.99,19.0,3.491479,39.7122,36.80904,20.19945,13.19563,9.484257,7.241275,5.764131,4.730486,3.973745,3.4,574,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,inter-row,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
575,AllettoMTIR1P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMTIR1P2,AllettoMTIR1P2,AllettoMTIR1P2,AllettoMTIR1P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,575,7.0,10.0,summer,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,575,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,medium,Gleyic Luvisol,Luvisols,,0.331,0.516,0.125,1.41,0.013,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,575,33.8236,5.4,1.14,0.98,20.0,3.012394,33.8236,33.8236,21.30471,15.34777,11.90058,9.667214,8.109274,6.964199,6.089159,5.4,575,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,inter-row,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
576,AllettoMTIR2P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMTIR2P1,AllettoMTIR2P1,AllettoMTIR2P1,AllettoMTIR2P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,576,5.0,6.0,spring,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,576,"medium-fine (silt loam, silt)",silt loam,medium,Gleyic Luvisol,Luvisols,,0.152,0.58,0.243,1.21,0.012,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,576,64.5712,5.5,1.39,0.98,17.0,3.520363,64.5712,51.51468,29.32001,19.65619,14.41433,11.18748,9.029764,7.50011,6.367451,5.5,576,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,inter-row,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
577,AllettoMTIR2P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMTIR2P2,AllettoMTIR2P2,AllettoMTIR2P2,AllettoMTIR2P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,577,7.0,10.0,summer,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,577,"medium-fine (silt loam, silt)",silt loam,medium,Gleyic Luvisol,Luvisols,,0.152,0.58,0.243,1.4,0.012,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,577,30.1414,5.3,1.08,0.98,20.0,2.884276,30.1414,30.1414,19.45293,14.25775,11.20439,9.201794,7.790583,6.744328,5.938735,5.3,577,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,inter-row,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
578,AllettoMTIR3P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMTIR3P1,AllettoMTIR3P1,AllettoMTIR3P1,AllettoMTIR3P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,578,5.0,6.0,spring,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,578,"medium (sandy loam, loam, sandy clay loam, sandy clay)",sandy loam,medium,Gleyic Luvisol,Luvisols,,0.108,0.302,0.577,1.23,0.013,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,578,45.2527,5.6,1.38,0.99,22.0,3.508188,45.2527,45.2527,29.49584,19.83103,14.57503,11.33285,9.161208,7.619454,6.476396,5.6,578,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,inter-row,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
579,AllettoMTIR3P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoMTIR3P2,AllettoMTIR3P2,AllettoMTIR3P2,AllettoMTIR3P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,579,7.0,10.0,summer,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,579,"medium (sandy loam, loam, sandy clay loam, sandy clay)",sandy loam,medium,Gleyic Luvisol,Luvisols,,0.108,0.302,0.577,1.4,0.013,~53% residue cover,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,579,27.553,5.6,0.99,0.98,20.0,2.728188,27.553,27.553,18.44327,13.87231,11.12264,9.285778,7.971517,6.984397,6.21567,5.6,579,arable/ Experimental Farm ,arable,Reduced tillage,reduced tillage,,maize,maize,unknown,unknown,unknown,yes,yes,unknown,unknown,pivot sprinkler,irrigated,inter-row,unknown,seedbed -one passage,consolidated,during planting season,consolidated,~53% residue cover
580,AllettoCTR1P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCTR1P1,AllettoCTR1P1,AllettoCTR1P1,AllettoCTR1P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,580,5.0,6.0,spring,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,580,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,medium,Gleyic Luvisol,Luvisols,,0.32,0.502,0.109,1.35,0.01,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,580,33.8989,6.9,1.02,0.98,21.0,2.878849,33.8989,33.8989,23.56055,17.56903,13.99264,11.61809,9.92771,8.663578,7.682839,6.9,580,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,row,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
581,AllettoCTR1P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCTR1P2,AllettoCTR1P2,AllettoCTR1P2,AllettoCTR1P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,581,7.0,10.0,summer,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,581,"fine (clay, silty clay, clay loam, silty clay loam)",silty clay loam,medium,Gleyic Luvisol,Luvisols,,0.32,0.502,0.109,1.39,0.01,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,581,25.0,4.0,1.0,0.98,16.0,2.60206,25.0,20.0,13.33333,10.0,8.0,6.666667,5.714286,5.0,4.444444,4.0,581,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,row,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
582,AllettoCTR2P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCTR2P1,AllettoCTR2P1,AllettoCTR2P1,AllettoCTR2P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,582,5.0,6.0,spring,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,582,"medium-fine (silt loam, silt)",silt loam,medium,Gleyic Luvisol,Luvisols,,0.166,0.623,0.146,1.34,0.008,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,582,31.07,5.0,1.1,0.99,19.0,2.89897,31.07,29.36547,18.79908,13.69948,10.71773,8.770081,7.402223,6.391032,5.614399,5.0,582,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,row,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
583,AllettoCTR2P2,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCTR2P2,AllettoCTR2P2,AllettoCTR2P2,AllettoCTR2P2,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,583,7.0,10.0,summer,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,583,"medium-fine (silt loam, silt)",silt loam,medium,Gleyic Luvisol,Luvisols,,0.166,0.623,0.146,1.38,0.008,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,583,20.8893,3.5,1.11,0.99,20.0,2.764068,20.8893,20.8893,13.31875,9.677907,7.554598,6.170497,5.20007,4.483717,3.934222,3.5,583,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,row,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
584,AllettoCTR3P1,Alletto_2009_G,Alletto_2009_G,Alletto_2009_G,AllettoCTR3P1,AllettoCTR3P1,AllettoCTR3P1,AllettoCTR3P1,Nick,Helena,2,43.6,1.4,255.0,,2,2009,"Alletto and Coquet 2009. Geoderma 152, 85-94",10.1016/j.geoderma.2009.05.023,Temporal and spatial variability of soil bulk density and near-saturated hydraulic conductivity under two contrasted tillage management systems,temporal variations of K in three soils of contrasting texture,584,5.0,6.0,spring,2005.0,12.0,,,Steady-state piecewise,Dry to wet,0.0,150.0,0.0,8.0,,,,584,"medium (sandy loam, loam, sandy clay loam, sandy clay)",loam,medium,Gleyic Luvisol,Luvisols,,0.104,0.374,0.509,1.42,0.013,,2,13.26667,20.76667,6.5,670.0,76.0,44.0,15.40941,207.0,146.0,159.0,157.0,9.75,589.2921,27.7,2.0,25.7,15.23333,20.6,37.93774,145.0,0.5522,1213.0,Dry sub-humid,584,22.4413,3.7,1.12,0.97,20.0,2.808202,22.4413,22.4413,14.25036,10.32511,8.041838,6.556504,5.516859,4.750518,4.163419,3.7,584,arable/ Experimental Farm ,arable,Conventional tillage,conventional tillage,,maize,maize,unknown,unknown,unknown,no,no,unknown,unknown,pivot sprinkler,irrigated,row,unknown,seedbed -two passages,consolidated,during planting season,consolidated,
